RTO4_ID,G_SD_exp,G_SD_stat,GX_SD_exp,GX_SD_trans,GX_SD_stat,X_SD_exp,X_SD_stat,A_SD_exp,A_SD_stat,C_SD_exp,C_SD_stat
8369,0.190197488,0,0,0,0,0,0,0,0,0,0
8370,0.190197488,0,0,0.556566648,0.179977976,0,0,0,0,0,0
8371,0,0,0.204745588,0.18083012,0,0.200925625,0,0,0,0,0
8372,24.67498138,18.42377815,27.04102236,12.29711962,14.96149695,21.00340687,21.67587295,22.21628574,18.38858915,45.34603455,54.24227114
8373,1.14521303,1.119445487,1.019038057,1.298183457,1.28908145,1.560518413,0.804530405,0.38281518,1.350458947,0,0.217934388
8374,0.762362106,0.869666311,1.227872995,1.855462492,1.469059427,0.96868741,1.755213662,1.355564079,1.535095663,0.208996201,0.432146948
8375,0.19766656,0,0.204847479,0.373559385,0,0.787109097,0.804530405,0.579683372,0.378287808,0,0
8376,0.190197488,0,0.406592844,0.189313029,0,2.758162538,1.582562346,7.340112295,8.250025897,1.503562588,0.211140241
8380,0.384094626,0,0.204847479,0,0,0.380083545,0,0.193992076,0,0,0
8382,0.399357907,0.357544647,0,0.375317574,0.384515104,0.773955245,0.590345774,1.158539436,1.338397525,1.291285103,1.297767069
8383,0.982687932,0.188312238,1.623617909,0.371017881,0,0.386277004,0,0.583370487,0,0,0
8384,0,0.338464818,0,0.366378886,0.191623994,0.197909432,0.188436758,0.383286503,0.379285331,0.417992403,0
8385,13.48885257,13.32861971,12.20916435,5.566161927,9.164180439,14.90487097,13.01669781,10.04269824,12.4262351,14.0699869,13.23389718
8388,0,0.169232409,0,0,0,0,0,0,0,0,0
8390,0.188628649,0,0.611338431,0,0.177426564,0.385731075,0.188436758,0.579300612,1.918499976,2.575684875,1.963731761
8391,11.34015818,11.33545679,7.930186585,8.743234196,7.964755623,10.39504424,7.87900125,7.923054508,6.670540495,11.09397127,8.306464284
8394,9.811510406,8.974031712,12.00903393,10.02316991,9.144843606,10.74609177,8.083510307,8.887333479,10.1568073,10.69301426,11.76397512
8395,24.86757134,25.35206731,26.45617596,27.55450138,24.97101222,32.70984418,31.95890231,26.85123224,29.30893357,25.17397841,26.11396874
8398,0,0.335899076,0,0,0.173732258,0.190314737,0,0,0.189206673,0,0
8399,8.834627775,6.323383474,9.145655619,8.362082968,7.711128775,7.030357365,6.487121764,7.162060008,8.056370176,10.21685908,8.086951346
8400,1.530317838,1.810323468,1.826795301,2.045729905,1.657851778,1.95935347,1.569296841,2.128029459,1.919551977,1.72558986,1.320483186
8401,1.351917501,1.089958538,1.220783421,0.935648485,0.357684771,1.174787337,1.182154512,1.15916721,0.76419262,0.852745675,0.864976315
8402,0,0,0.206941496,0.187227304,0,0,0,0,0,0,0
8404,0.589555395,2.15053248,0.60714719,3.356636803,0.353710234,5.108645165,6.274261435,4.053202721,2.296666875,0.212277485,0
8405,0.37826748,1.077909578,0,0.18083012,0.177426564,0.978279141,1.771156456,1.934193834,3.250867091,0.41821666,0
8408,0,0,0.206941496,0,0,0,0,0,0,0,0
8409,1.554167505,1.251067567,1.017597072,2.039424138,0.549308765,1.376397135,1.16517427,1.545895814,1.527333239,0.211646862,0
8410,14.85444473,7.340354621,14.44593336,9.493382506,9.145671847,13.33005975,10.89047467,10.82271397,8.605277459,12.16703039,14.13928353
8411,2.898057277,2.676032186,2.027071152,2.97494438,4.558795821,3.700976967,3.74456936,3.85923742,3.661086718,3.40848246,3.030759108
8417,1.359010195,1.096522564,2.029777866,1.672090869,1.624619719,1.564462613,1.354342093,1.930978041,2.46763899,0.209220459,0.862251159
8418,5.795789417,1.28829354,6.926184491,0.927165575,1.852307414,9.015037886,9.065882748,5.980814619,4.784827135,8.354460056,20.8442274
8419,0.969647079,1.982588462,1.006752351,2.239718754,2.555168275,2.143001519,1.780674678,1.357769338,1.540867671,0.431247731,0
8421,0.761118404,0.738863417,0.60601188,0.937406674,0.923444969,0.400832093,0.788300754,0.968862249,1.5272077,1.070374747,0.644316771
8422,1.719271624,3.01892144,2.241816811,2.431300344,1.825196851,1.75477735,1.780961534,1.935047916,1.905766467,1.282652232,1.314041906
8423,1.573130437,5.023082771,1.627756651,8.583427468,10.04997514,4.129296997,5.884254569,3.477432773,8.061721175,2.556895851,5.194824196
8424,11.54536358,9.585752414,8.538153105,6.68734861,6.377030484,10.3437673,7.702309289,9.459101439,7.456539451,9.190536898,8.921903872
8425,11.73326555,12.60202117,12.39811895,15.06652564,13.13771077,11.92538622,9.822032397,10.4352968,12.2711705,8.974605478,9.154174794
8430,0,0,0,0,0,0,0,0,0,0.219600869,0
8431,6.689304581,5.192003528,4.894083506,3.530801363,2.941691574,5.674958227,7.665738418,9.28073061,8.046582738,6.862639976,5.865869851
8432,4.4357711,2.719197789,3.451984614,4.640438771,3.67906879,2.335924764,3.553768202,3.667423829,2.684074664,2.573258472,2.832429905
8433,4.818136454,4.51099312,5.710902877,8.365519695,7.693361262,5.484261411,4.558180287,4.642290392,5.37220457,5.77019055,5.213873526
8434,1.548340359,0.559722744,1.431059344,1.865703591,1.282555501,1.759951653,1.966707983,0.971738365,1.533250667,0,0
8435,4.991805113,5.1166024,6.720675023,5.775159113,6.255106705,4.318137796,5.143315813,4.060217568,4.772970241,6.807567558,6.323055814
8436,1.538345567,1.625043815,0.818279928,1.683243524,0,1.172790302,1.572737741,1.354170786,1.906096534,0.220910356,0.65613684
8437,5.026548352,3.806363782,6.106595291,5.403617568,6.419900365,3.712729584,5.552204423,3.655560984,5.164538931,6.00789549,7.418833779
8438,0,0.54379,0,0.183790577,0.354853129,0,0,0,0.189081134,0.220910356,0
8440,0.753090675,0.540258558,2.24401272,0,0,0.576045812,0.583347489,0.193364302,0,0.211646862,0.211140241
8441,0.18060092,0,0,0,0,0.386277004,0.387142329,0.390006185,0.56776544,0,0
8443,0.754893034,0.719399231,0.60601188,0.932688027,0.922177852,0.794703793,0.97643113,0.57882929,0.378287808,0.858727886,1.307247758
8444,1.188404067,2.149140629,1.6237198,3.348133403,2.934020094,2.164223295,3.165862263,1.549173394,2.291796818,0.854055161,1.326891557
8445,0,0,0,0,0,0,0.393103167,0,0,0,0
8446,3.074888775,2.686481102,2.643079895,2.797587812,2.563702419,2.933761111,3.176144095,3.864003924,2.873222229,3.205548397,2.608054236
8449,4.017851801,4.221447423,3.662672301,9.678990432,7.862555885,5.894796439,5.290506112,5.801927957,4.027396722,5.136134507,4.564033791
8450,0,0.169232409,0,0,0,0,0,0,0,0,0
8452,0.583330025,0.920726129,0.613101454,1.485410761,1.066811232,0.969917512,1.580467926,0.970884283,1.154758331,1.073656031,0.647041927
8453,0,0,0,0,0,0,0,0,0,0.208996201,0
8456,5.382146955,6.423753588,5.100164978,4.645961223,3.416194599,4.328607665,2.539480277,4.24464062,2.102469236,1.067948345,1.961083833
8457,0.579958827,0,0.411788976,0.568850645,0,1.972507322,0,4.252459398,0,0,0
8460,3.807520766,3.245777693,2.842731242,3.344717167,1.814852373,2.548958045,1.778747979,1.546114053,1.351907446,7.26893202,0.660205831
8462,0,0,0,0,0,0,0,0,0,1.505534385,0.221650513
8463,5.759202188,6.248414048,2.856687036,4.638937192,5.680975802,4.324672058,4.723845501,4.051004529,5.353871144,3.414138233,5.009294124
8464,3.631534747,4.117739892,4.073613418,3.707423208,3.270701257,5.469210264,4.855251193,5.030519556,6.521400052,3.638687998,3.698050026
8465,0,0.166666667,0,0,0.19289111,0,0.188436758,0.383286503,0.385904812,0,0
8466,0,0.166666667,0,0,0,1.174787337,0.983448941,0.769788798,0.763862554,0,0
8467,0.397157325,0.361854584,0,0,0,0.961092714,0.195435043,0.193992076,0,0,0
8468,9.828758325,8.800093971,10.98876131,10.58098742,11.87518917,4.882319787,6.454259123,1.737996499,4.216766225,8.951872861,8.049456695
8469,0.952559594,1.448468884,2.243910828,2.41511784,1.975654319,1.560812118,1.348094399,0.965802907,0.965280699,1.493182178,2.40063012
8473,0,0,0,0,0,0.395868736,0,0.38631907,0,0,0
8474,0.18060092,0,0.4011644,0,0,0,0,0,0,0,0
8475,0,0,0,0,0,0.190314737,0.189187349,0,0,0,0
8477,0.393132537,0.531086993,0,0.566309141,0.545334228,0,0.198705571,0.196014109,0,0,0
8478,0,0.357544647,0,0.559911957,0.546881575,0.391924535,0.387142329,0.190304961,0,0,1.512365405
8480,0.201691347,0.335899076,0,0,0,0,0,0,0,0,0
8481,0,0,0,0,0.173732258,0,0,0,0,0,0
8482,0,0,0,0,0,0,0,0.193992076,0,0,0
8483,14.06353753,10.08733696,16.08287324,13.95394554,11.50044097,13.12176174,8.87373776,8.690610305,8.990751176,10.47420792,9.38324796
8484,1.154250941,0.893056077,2.236719362,2.23893544,2.344687632,2.548030036,1.37059127,1.935519239,0.378558767,1.913146377,0
8485,2.496498787,2.49040019,2.446762974,3.358665212,4.561067003,2.741881289,2.355077657,1.924641119,2.284847271,1.07100537,0
8486,0,0.333333333,0,0,0,0,0,0,0,0,0
8487,0,0.166666667,0,0.376996112,0,0,0,0.196014109,0,0,0
8488,9.852049336,7.194866684,8.93621539,10.05012022,5.860368709,8.387903247,7.092156953,8.696687839,7.468751749,1.713899963,1.082557837
8489,0.965622292,0.898187562,0.204745588,1.117760524,0.551860177,0,0,0,0,0,0
8490,0,0,0,1.670084795,1.097177226,0,0,0,0,0,0
8492,0,0,0,0,0,0,0,0,0,0.211646862,0.211140241
8493,0,0,0,0.18083012,0.180258207,0,0.589595183,0.196014109,0.378888833,0,0
8495,0.18060092,0.687845396,0.204847479,0.751857907,1.28908145,0,0.599863996,0,0.19524964,0,0.224375669
8496,0,0,0.204745588,0,0,0,0,0,0,0,0
8498,0,0,0,0,0,0,0,0,0,0.212277485,0
8499,6.404888246,7.842728704,8.338353683,9.296905312,8.781461127,9.39396403,8.267757389,10.24507604,9.783998498,8.322090913,9.591370978
8500,11.30980261,12.96695014,11.58868877,15.62130184,13.41777325,13.13730179,13.01067839,14.68440537,12.4506316,10.89329601,11.94632043
8504,4.034917441,5.940382175,5.092221797,10.23854075,13.20610951,17.79735876,13.82434706,19.91116437,24.30791258,4.741075409,7.20327168
8507,3.456925676,2.704667936,4.271269432,2.977078697,3.657061117,1.934954427,1.377589554,1.542208699,1.717682856,1.273388738,1.089351984
8508,1.315330272,1.442019358,0.61353434,1.473918803,1.638692925,0.199906468,0.410389791,0.386345844,0.579705953,0.209220459,0.647041927
8509,0,0.185279653,0,0,0,0.398835057,0,0.190304961,0,0,0
8510,0,0.719513732,0,0.183790577,0.19289111,0.781461566,1.583312937,4.247290427,4.960186497,0,0
8511,0,0.700900745,0,0.562416636,0.566040428,0.598741525,0,0.38631907,0.189206673,0,0
8512,2.500268208,1.26793636,1.221216307,1.306703191,0.173732258,5.25589772,3.539445724,6.572475171,4.210375782,0.850095015,1.102163022
8513,1.182178697,0.914701649,1.222020622,1.11439288,0.917216428,0.77595228,0.195435043,0.966185667,0.385178248,0,0
8515,7.662120793,9.240252271,8.545103561,8.57991109,9.848837549,10.17726717,9.242281346,11.01227682,12.81160069,11.72772241,11.95439259
8516,0.761118404,0,0.812427555,1.860201629,0.722760792,2.333789484,0.188436758,0.580494371,0,0.212277485,0
8517,0.18060092,0.34592184,0.410449883,0.935648485,0.384515104,0,0,0,0,0,0
8518,0,0,0,0,0,0,0,0,0,0.6424083,1.532967262
8519,0,0,0,0,0,0,0,0.192981542,0,0.211646862,0
8521,0,0.166666667,0,0,0,0,0,0,0,0,0
8522,0,0.169232409,0,0.187227304,0,0.783546976,0.40337198,0.578856064,0.568095507,0.641553419,0.871731849
8523,1.713677998,2.224526261,1.414480504,2.220254258,2.702531048,2.934780268,1.771443312,3.090589799,1.912656907,1.489222031,0.224375669
8525,1.734209768,1.064968729,1.632674288,2.798391618,1.844479926,0.986965694,0.195435043,0,0.580306979,0.858727886,2.838485409
8528,0,0,0,0,0,0,0,0.385491762,0.580553427,0,0
8529,12.03440688,11.42545602,9.764715535,12.47111311,11.46935378,14.67807236,14.15606562,11.58775867,12.63308593,12.39500007,14.37361361
8532,0,0,0,0,0.173732258,0,0,0,0,0,0
8533,2.865169699,1.875571835,4.882709755,3.340952904,3.632906419,4.303964787,4.313900754,2.901295372,3.250662564,4.913434462,5.032154416
8534,11.2967597,12.1916668,12.99878926,12.27278174,12.38900213,12.10597827,12.78432428,12.94083036,12.0660963,13.47818365,11.97448799
8535,0.190197488,0,0,0,0,0,0.205723382,0,0,0,0
8536,0.19766656,0,0.411788976,0.185548766,0.372869087,0.389675276,0.582290516,0,0.189081134,0,0.211526017
8537,1.738866299,1.093842322,1.004989328,1.099057007,0.885407494,0.195962267,0,0,0.196097113,1.727075364,0.65379746
8538,5.972924207,7.157341205,3.862907817,5.942107547,5.64278232,5.277688255,4.895595381,4.830477688,4.014133249,5.780472454,7.178502103
8539,7.925249608,5.161653233,8.339086185,3.53444915,3.647703526,5.27222884,4.906960221,5.98544438,3.824926576,6.629987112,14.09988778
8540,21.84958548,17.26934654,18.89586997,16.18952206,17.51834159,24.44949699,22.23044417,23.17217797,18.95568384,19.89663858,15.45853414
8544,0.766131527,0,0.615297362,0,0,0.588603865,0.198705571,0.19251022,0,0.632514182,0.8845815
8545,0.769758091,0.861076089,1.213693847,0.368057424,0.891372982,0.195962267,0.38789292,0.577278578,0.189477632,0.220910356,0
8546,1.930866146,1.438872272,1.828889318,2.05167131,2.736715572,1.365102074,1.75848419,0.972993912,0.954396817,2.357393492,2.392845004
8547,0.973650021,2.196389366,1.220783421,1.487077532,0.722760792,1.174241408,1.380860083,0.58033792,2.487317417,1.066108389,1.755927573
8548,15.49712191,17.97751265,17.90429581,17.84538072,19.7410011,18.8369756,15.14461218,13.71203119,13.40560745,38.30643936,37.41823265
8549,1.534645917,1.274812039,0.811190354,0.930929838,0.924729264,1.370749605,1.565739457,1.733769206,1.924722959,1.491872691,1.298152845
8550,0.387864048,0.694409422,0.204847479,0.370143149,0.173732258,0.200925625,0,0,0.385057339,0,0.211140241
8553,0.195465977,0,0.406592844,0.560330911,0.180258207,0.389675276,0.777725559,0.578856064,0.770632084,0,0
8556,4.997727192,6.735214548,2.642455391,3.172825735,2.892994969,5.26768884,4.702138274,5.031504318,4.027458524,2.551012147,3.479471832
8557,0,0,0,0.366378886,0.360236183,0.397815901,0,0.19251022,0.568492005,0,0
8558,2.134126332,1.6281909,2.23495634,1.310430629,1.276029552,1.761444037,1.185711896,2.506460895,1.724097809,1.491648434,0.442271443
8559,0.770389835,0.937198419,1.828456431,0.736522035,0.3718822,1.184924998,0.60476786,0.770642881,0.378888833,0.209220459,0.422666258
8560,0,0,0,0,0,0,0,0,0,0,0.217934388
8561,1.335410518,5.00380579,3.049146918,6.130916205,6.028579082,2.740269107,3.331795643,5.02915207,3.076786297,0,0.211526017
8562,0,0,0,0,0,0.77595228,0,0.385874522,0,0,0
8563,1.52623975,2.103752949,3.854577833,0.73443631,0.370317675,0.973315784,0.762246499,1.353542045,0.757903206,0,0
8564,1.164734619,2.275166744,0.40459751,4.280445303,2.183286075,1.16982398,0.970183436,1.15903653,1.527687817,0.211646862,0.217934388
8565,0,0.354978905,0.614873433,0.185548766,1.273336674,0,0,0,0,0,0
8566,4.179489789,3.192463786,3.25419818,1.677265294,1.263396649,0.997576582,0.393853758,0.386973618,0,3.206627535,3.046256688
8568,0.590799097,0.166666667,1.42719014,1.483185027,1.462409256,1.949784569,2.172295354,1.354981784,2.488369418,1.27847829,1.090695819
8569,10.94059283,16.84849261,10.1661225,14.50318296,19.40671534,10.77859016,23.99619663,22.98481192,27.18928371,32.25009474,37.00362031
8570,0.201691347,0.166666667,0,0,0,0.197909432,0,0,0,0.211646862,0
8573,0.960353802,0.712907909,0.809418375,0.189768808,0,0.787109097,0.195435043,0.388995652,0.575382445,0,0.221650513
8574,0,0,0,0,0,0,0,0,0.19524964,0,0
8575,8.641362381,7.056763064,10.77378966,8.374039429,8.559894928,10.55798502,7.432726928,9.27282524,8.406761528,11.31145194,9.59442111
8577,0.386295209,1.454493364,0.406592844,1.296832455,0.574871981,1.140796563,0.377624107,0.965201909,0.384456313,0,0.224375669
8578,21.78492558,25.02919048,21.97271894,28.29615645,25.74394907,14.29169839,19.05196739,13.73485829,13.41086686,22.23368502,23.28237119
8579,3.054755228,7.92343748,3.060297314,7.243946317,8.366438562,3.71413082,6.079976467,3.476202998,5.352735301,3.8284949,1.970211655
8582,0,0,0,0,0.180258207,0,0,0,0.189206673,0,0
8585,5.019732869,8.173149665,2.024027385,9.289624671,9.270039995,5.474467327,4.325513396,6.5769125,4.780621842,5.131950102,3.940004625
8587,0,0,0,0,0,0,0,0,0.19524964,0,0
8588,0,0,0,0,0,0,0.195435043,0,0,0,0
8589,0.574292114,0.531201493,0.605909988,0.556147694,0.546881575,0.579990013,0.771764721,1.15734471,1.142876926,0,0.429460406
8590,3.848792666,3.213725002,4.277647625,2.224950569,3.450255444,3.138933031,4.734885268,2.507785297,4.411973945,1.693545508,3.940285969
8591,0.386295209,0,0.60944499,0.18083012,0.365356251,0.792756628,0,0.196014109,0,0.430130815,0
8592,0,0.333333333,0,0,0,0,0,0,0,0,0
8593,0.201691347,0,0,0,0,0,0.204666409,0,0,0,0
8594,2.329645611,2.513675455,3.055092225,3.161880973,3.282471497,3.354845694,3.338239742,1.546140827,1.7418057,2.987887637,2.622560848
8595,3.463384567,0.735446475,2.848057794,0.187227304,0,0.983999373,0,0.773292688,0,0.219600869,0
8596,0,0.188312238,0.203508386,0,0,0,0.198705571,0.196014109,0.19524964,0,0
8598,19.1027276,22.25725473,21.9603374,22.55470895,21.14662321,27.15989627,26.96921455,35.14207293,36.35044707,23.7429236,24.81947897
8599,4.270761914,3.890953979,4.871750976,5.574896754,2.70661263,3.530776476,2.773928697,3.287510573,2.107886666,0.432557217,0
8601,1.52001438,1.779121975,2.448758308,3.166867995,3.301927758,2.16676626,3.161090553,1.73540848,3.062157944,0.641098813,2.608730951
8602,0.755524778,1.620308832,0.197656014,1.847093336,3.09259001,2.745534558,1.786922372,1.737996499,1.148919892,0,0.435901686
8604,0,0,0,0.559911957,0,0,0.189187349,0,0,0,0
8605,0,0.188312238,0.203508386,0.375317574,0,0,0,0.193364302,0.384330774,0,0
8606,0,0.524211314,0,0,0,0,0.205723382,0,1.717411897,0,0
8607,10.61504319,9.430086357,11.60917404,12.10760326,10.9487222,11.91355252,12.14955545,12.17030895,12.64261225,10.05207733,8.910893969
8609,2.11648019,1.068001314,2.223777416,0.551848001,0.357404541,0.386277004,0.188436758,0.38631907,0,0.633144806,0
8610,0.188628649,0,0.203084457,0,0,0,0,0.190304961,0,0,0
8611,2.085720107,1.438019968,2.236719362,1.119439062,1.09591011,1.773528863,0.986719469,1.739704664,1.155088398,1.282652232,0.858182168
8612,3.851860573,4.569156511,3.664546171,4.833168037,5.477740214,4.890865322,4.906766466,3.867063266,3.64705476,6.830798958,6.744048685
8613,15.16090837,10.65138068,15.45005656,13.57342128,11.09152536,9.212042141,11.45864948,15.45131808,15.3279483,3.839099568,0.211140241
8615,19.1027276,22.25725473,21.9603374,22.55470895,21.14662321,27.15989627,26.96921455,35.14207293,36.35044707,23.7429236,24.81947897
8616,0,0.195187917,0,0.74842118,0,0.195962267,0,1.15916721,0.757573139,2.782933537,0.667676694
8619,0.937694536,0,0.615195471,0,0,1.188575493,0.38789292,0.196014109,0,2.141560199,1.964799957
8622,0,0,0,0,0,0,0,0,0.189807699,0,0
8623,3.041672744,0.34592184,3.869282803,0.18083012,0,0.788510333,0,1.750896653,0,0,0.220620931
8624,19.1027276,22.25725473,21.9603374,22.55470895,21.14662321,27.15989627,26.96921455,35.14207293,36.35044707,23.7429236,24.81947897
8625,4.954047269,5.272353307,3.868756982,6.132027056,6.025886204,4.674677605,6.071208836,6.568527737,8.038362186,3.629018138,3.912223971
8626,0,0,0,0,0,0.200925625,0.394140614,0,0,0,0.211140241
8627,1.517580276,0.166666667,0.812851484,0,0,0.200925625,0.205723382,1.159994518,0.770031059,1.924867962,0
8628,0.190197488,0.185279653,0,0,0,0,0,0,0,0,0
8629,5.899769535,6.374900352,5.501651416,7.798675124,7.479481085,5.843271482,7.859188181,8.30655101,10.14010486,4.057615209,4.552824618
8631,0,0,0,0,0,0.195962267,0,0.388995652,0,1.706576579,1.525182147
8633,2.337083227,3.213258159,2.438947004,3.179174328,1.815715037,1.569254837,2.340468323,1.157685354,2.47703919,2.976684033,3.687886917
8634,0.566264385,0.748034982,1.016037833,1.116478605,0.915651903,0.199906468,0.598807022,0.581505871,0,0.641777676,0.643287189
8635,0.201691347,0,0,0,0,0,0,0.967380393,1.71688986,0.209220459,2.16504415
8636,0.201691347,0,0,0,0,0,0,0,0,0,0
8639,96.92345312,99.26444175,94.22022032,102.3103754,89.96155001,105.4280837,87.83438037,99.50203103,97.8051493,141.5441216,109.253215
8640,1.520323046,3.251916674,2.249865092,2.60445136,4.395971138,2.940809878,3.933625392,3.095314222,5.365314131,5.558799634,4.594831667
8641,4.640221687,6.473765055,5.091414273,6.344492028,6.388956732,5.490152776,7.038853644,6.186765171,6.502318021,2.775203786,3.924429817
8644,0.966180949,0.719513732,0.615195471,1.122456835,1.092215803,0.778918602,1.190615761,0.962587115,0.384330774,0.431247731,0.221650513
8645,1.536543208,0.515154249,1.025221424,0.919985076,0,0.776971437,0.579306843,0.388524329,0.189081134,0,0
8646,1.148982452,1.435454225,1.015512012,1.671366714,1.833855217,1.375712962,1.549490279,1.545513054,1.716956291,1.282021609,1.291325788
8647,7.649781455,5.938168775,6.510082811,5.391342295,6.55614316,6.842242017,6.855188595,6.562538729,5.373386741,6.841644436,6.086496486
8648,0,0.37444309,0,0,1.806037998,0,0.986719469,0,1.91350901,0,0
8651,10.31105716,8.670110261,9.150255417,12.64848417,10.76633157,7.637377759,4.896497653,7.35492718,3.074573943,8.589966914,6.715732376
8652,0,0.195187917,0,0.374861795,0,0,0,0,0,0,0
8653,3.046329276,2.334067939,1.622380707,1.114720416,1.642511454,0.576045812,1.952881786,1.160177743,0.757698678,1.924836274,1.541104117
8654,0,0,0,0,0,0.200925625,0,0,0,0,0
8655,0.18060092,0,0,0,0,0,0,0,0,0,0
8657,1.545559274,2.151820871,1.416243526,2.241112582,2.190272872,0.786563168,1.592524776,1.159638532,0.952221754,0,0
8659,0.37826748,0.904793385,0.60714719,0.554389505,1.063416492,0.982525436,1.58227549,0.967222975,1.540596712,0.641777676,0.211140241
8662,0.190197488,6.718256449,0.203084457,5.975565637,6.001468519,0,8.700563969,1.744176971,9.76035114,1.059315474,0.224375669
8663,0.951315892,0.166666667,0,0.189768808,0,0,0,0.38281518,0,0,0
8664,0.190197488,0.73241389,0.206941496,0.937406674,0.912237826,1.184924998,0.566060865,0.963241663,1.34571906,0.211646862,0
8665,0.757093616,0.917267391,1.220783421,0.747139261,1.273336674,0,0.804530405,0.774487413,0.76419262,0,0
8667,0.943288162,0,1.219444328,0,0,0,0,0,0,0,0
8668,2.50239902,6.081163675,4.083090519,6.89041039,6.356708923,3.702974003,5.135527885,5.989042896,5.927967696,1.712814734,3.034475233
8669,0,0.527742756,0,0,0.531136799,0,0,0,0,0,0
8670,34.36176507,29.86562287,32.36153085,23.42491943,16.8181736,38.16215056,28.14213769,29.77033088,28.93510484,44.84620647,23.33078774
8671,0.378826137,1.269213711,0.60558795,1.116897558,0.913083247,0.976828034,1.189172323,0.388524329,1.540266646,1.282652232,1.518773776
8672,1.930866146,2.234901367,2.235540509,3.357499769,2.937838623,2.747775429,2.322025118,1.741656839,4.399577826,2.998268048,2.181280373
8673,0.967424651,1.279121975,1.222122514,1.478964985,1.075186732,1.962369662,1.962400008,2.894985224,2.487317417,1.91557278,2.175257778
8674,1.346323875,1.434603027,1.842313542,1.302810686,0.933543638,1.175260565,0.780996087,0.772193592,1.728872294,0.865066195,0.87814022
8675,0,0.188312238,0,0.187227304,0,0.386277004,0,0.192981542,0,0.209220459,0
8676,1.337052443,1.202999645,2.040826371,1.116022826,0.72430814,0.777899445,0.189187349,0.77284814,0.574264012,0.212277485,0
8677,5.729367531,1.10557963,8.349925158,0.74842118,1.108543013,1.355942293,3.739958859,2.11510253,11.48572752,3.179890594,5.677027042
8678,24.20911958,19.21249893,22.59856938,15.46052439,14.37865608,24.8578098,22.19748859,26.06984705,22.40975579,28.69114917,21.41383092
8679,0.201691347,0,0,0,0,0,0.205723382,0,0,0,0
8680,29.87408313,19.28686383,32.12054281,23.41874387,20.39846982,24.82715021,21.58268268,21.6389373,19.14131076,23.12621932,25.02296184
8681,2.099973206,2.536172226,1.817840813,2.980145062,3.655637992,1.36090565,0.992967163,1.74676499,1.911934972,3.633252809,3.934592927
8682,1.937703474,3.80158464,4.257313638,2.984815116,2.384150869,3.136706602,4.336690989,3.486897892,4.034203544,1.691119105,0.43551591
8683,0,0,0,0,0,0,0.40337198,0,0,0.649507427,0
8684,0.37826748,0.735446475,0.605909988,0.379081837,0.724027909,0.576045812,0,0,0,0,0.435901686
8686,0.594823884,0.709490967,0.818381819,0.926709797,0.711395006,0.97882507,0.771764721,0.96665699,1.148919892,0,0.211140241
8688,0,0.166666667,0,0,0,0,0,0,0.189081134,0,0
8689,0,0.354978905,0.204745588,0,0,0,0.195435043,0.582987727,0,0,0
8692,3.636096346,8.512106521,6.910916217,8.742871444,9.783565289,9.788470033,11.23598407,11.78705133,15.87639258,10.70635763,13.53551154
8694,0.19766656,0.904793385,0.204847479,0.187227304,0.173732258,0,0.198705571,0,0,0,0
8695,2.105008175,1.817199147,2.653503896,2.422270238,2.360432409,1.764621305,2.185103632,1.548545621,1.148919892,2.553614567,1.529284047
8696,23.16279028,23.37347493,25.81569713,19.33249804,17.7176516,21.32761775,19.0911251,22.20996752,22.36694261,20.04195782,18.11122806
8697,0,0.188312238,0,0,0,0,0,0,0,0,0
8698,0.568464967,0,0,0,0.173732258,0,0.204666409,0.576807256,0,0.208996201,0.422666258
8699,0.777625387,0.354512062,2.24171492,0.187227304,0,4.295139989,4.299884659,5.60760667,5.352321616,1.488997773,1.318787612
8700,0.384094626,0.195187917,0.808994445,0.37277607,0.545334228,0.780915637,1.378646528,0.58033792,0.763741645,0,0
8701,0,0.533767236,0,0,0,0,0,0,0,0,0
8702,5.356473083,4.169184065,3.864345594,3.9005005,4.027503014,6.065156601,4.307189326,3.667205591,4.197646904,1.278692086,0.429460406
8703,0,0,0,1.306247412,1.287534103,0,0,0.193364302,0,0,0
8705,0.382292267,0,0,0,0,0.190314737,0,0,0,3.856589567,3.053727551
8707,4.982135459,2.58133421,4.876891969,0.745460723,1.29918012,2.93779646,1.993970057,4.250035864,0.56776544,1.912515754,3.694366811
8708,1.34287959,0.521178729,1.016037833,0,0.173732258,0.590600901,0.400101451,0.581888631,0.384330774,0.211646862,0.211140241
8709,8.075753645,5.322680882,8.929416475,5.025826375,3.817000398,5.297344945,7.490331705,11.00834373,11.30489227,5.765014981,6.301491321
8711,0,0,0,0,0.177426564,0,0,0.19251022,0,0,0
8712,0.943521683,0.523744471,0.607681967,0.93047406,0.722760792,0.778918602,1.182154512,0.966813441,1.337880118,0.219600869,0.439584901
8713,0.18060092,0.179255173,0,0,0,0,0.39416014,0.964252196,0.757969637,0.209220459,0
8714,0,0.179255173,0.400740471,0.18083012,0,0.200925625,0,0.965802907,0,0,0
8715,0.965622292,0.700433902,0.408253974,0.751402129,1.444641742,0.200925625,0.384622391,0,0,0.633144806,0.432790753
8717,4.03302015,4.674741702,6.916443343,4.456080507,6.551337745,6.829619856,5.282163999,6.380033843,6.320950289,5.556779597,6.716686717
8718,5.776144757,4.187682551,6.314294919,2.990337568,4.706543166,3.919073346,3.975029203,2.312180722,0.946383315,4.057663448,5.210762593
8719,0.961597505,0,0.810231647,0.183790577,0.179977976,0,0,0.578856064,0,0,0
